date	time_gmt	country	event	actual	consensus	previous	high_impact
2026-09-15	22:00	China	Chinese Retail Sales YTD			1.23%	Y
2026-09-15	22:00	China	Chinese Unemployment Rate		5.2%	5.2%	Y
2026-09-15	22:00	China	NBS Press Conference				
2026-09-15	23:00	South Korea	M3 Money Supply			6,362.4B	
2026-09-15	23:00	South Korea	M2 Money supply			9.40%	
2026-09-15	All Day	India	India - Ganesh Chaturthi				
2026-09-16	00:30	Japan	Tertiary Industry Activity Index			5.30	
2026-09-16	02:00	United Kingdom	Average Earnings ex Bonus		3.5%	3.5%	
2026-09-16	02:00	United Kingdom	Average Earnings Index +Bonus		3.9%	4.1%	
2026-09-16	02:00	United Kingdom	Claimant Count Change		8.3K	-11.0K	
2026-09-16	02:00	United Kingdom	Employment Change 3M/3M			83K	
2026-09-16	02:00	United Kingdom	Unemployment Rate		4.9%	4.9%	Y
2026-09-16	02:00	Germany	German WPI		0.1%	0.2%	
2026-09-16	02:00	Germany	German WPI			5.3%	
2026-09-16	02:45	France	French CPI NSA			0.70%	Y
2026-09-16	02:45	France	French CPI NSA			2.40%	Y
2026-09-16	02:45	France	French CPI		0.7%	0.6%	Y
2026-09-16	02:45	France	French CPI		2.4%	2.1%	Y
2026-09-16	02:45	France	French HICP		0.8%	0.8%	
2026-09-16	02:45	France	French HICP		2.7%	2.7%	
2026-09-16	02:45	France	France Inflation Ex-Tobacco			2.10%	
2026-09-16	03:00	Spain	Core CPI		2.9%	3.0%	Y
2026-09-16	03:00	Spain	Spanish CPI		0.7%	0.7%	Y
2026-09-16	03:00	Spain	Spanish CPI		4.3%	4.3%	Y
2026-09-16	03:00	Spain	Spanish HICP		0.6%	0.6%	
2026-09-16	03:00	Spain	Spanish HICP		4.5%	4.5%	
2026-09-16	04:00	Italy	Italian Trade Balance		4.770B	4.232B	
2026-09-16	04:00	Italy	Italian Trade Balance EU			1.58B	
2026-09-16	04:15	Germany	German Buba Vice President Buch Speaks				
2026-09-16	05:00	India	Exports (USD)			44.24B	
2026-09-16	05:00	India	Imports (USD)			76.22B	
2026-09-16	05:00	India	Trade Balance			-31.98B	
2026-09-16	05:00	Germany	German ZEW Current Conditions		-53.0	-61.1	
2026-09-16	05:00	Germany	German ZEW Economic Sentiment		42.7	34.2	
2026-09-16	05:00	China	FDI			-6.20%	
2026-09-16	05:00	Euro Zone	Trade Balance		3.7B	8.6B	
2026-09-16	05:00	Euro Zone	ZEW Economic Sentiment		39.9	31.4	
2026-09-16	05:30	Germany	German 2-Year Schatz Auction			2.850%	
2026-09-16	06:00	Germany	German Buba Monthly Report				
2026-09-16	06:00	Euro Zone	Reserve Assets Total			1,752.50B	
2026-09-16	08:00	Brazil	Retail Sales			2.9%	Y
2026-09-16	08:00	Brazil	Retail Sales			0.5%	Y
2026-09-16	08:00	New Zealand	GlobalDairyTrade Price Index			0.9%	
2026-09-16	08:00	New Zealand	Milk Auctions			3,910.0	
2026-09-16	08:15	United States	ADP Employment Change Weekly			12.00K	Y
2026-09-16	08:30	United States	NY Empire State Manufacturing Index		14.10	20.60	
2026-09-16	08:30	Canada	New Motor Vehicle Sales			190.2K	
2026-09-16	08:30	Canada	Wholesale Sales		-0.5%	2.8%	
2026-09-16	08:55	United States	Redbook			8.3%	
2026-09-16	13:00	United States	20-Year Bond Auction			5.204%	
2026-09-16	13:00	Euro Zone	ECB's Schnabel Speaks				
2026-09-16	16:30	United States	API Weekly Crude Oil Stock			-0.300M	
2026-09-16	17:00	New Zealand	Westpac Consumer Sentiment			80.4	Y
2026-09-16	18:45	New Zealand	Current Account		-2.37B	-1.01B	
2026-09-16	18:45	New Zealand	Current Account			-16.30B	
2026-09-16	18:45	New Zealand	Current Account % of GDP			-3.60%	Y
2026-09-16	19:50	Japan	Adjusted Trade Balance		-0.98T	-0.69T	
2026-09-16	19:50	Japan	Core Machinery Orders		-1.1%	9.7%	
2026-09-16	19:50	Japan	Core Machinery Orders		15.3%	16.9%	
2026-09-16	19:50	Japan	Exports		18.2%	23.2%	
2026-09-16	19:50	Japan	Imports		26.3%	27.9%	
2026-09-16	19:50	Japan	Trade Balance		-1,052.6B	-638.3B	
2026-09-16	21:00	Australia	MI Leading Index			0.0%	
2026-09-16	23:00	New Zealand	RBNZ Offshore Holdings			56.90%	
2026-09-17	02:00	United Kingdom	Core CPI		2.6%	2.6%	Y
2026-09-17	02:00	United Kingdom	Core CPI		0.1%	0.2%	Y
2026-09-17	02:00	United Kingdom	Core PPI Output			2.8%	Y
2026-09-17	02:00	United Kingdom	Core PPI Output			0.6%	Y
2026-09-17	02:00	United Kingdom	Core RPI			0.6%	
2026-09-17	02:00	United Kingdom	Core RPI			3.1%	
2026-09-17	02:00	United Kingdom	CPI			0.3%	Y
2026-09-17	02:00	United Kingdom	CPI		3.1%	2.9%	Y
2026-09-17	02:00	United Kingdom	CPI, n.s.a			142.90	Y
2026-09-17	02:00	United Kingdom	CPIH			2.8%	
2026-09-17	02:00	United Kingdom	PPI Input			4.9%	Y
2026-09-17	02:00	United Kingdom	PPI Input		-0.6%	-1.7%	Y
2026-09-17	02:00	United Kingdom	PPI Output			3.1%	Y
2026-09-17	02:00	United Kingdom	PPI Output		0.1%	0.2%	Y
2026-09-17	02:00	United Kingdom	RPI		3.5%	3.2%	
2026-09-17	02:00	United Kingdom	RPI			0.6%	
2026-09-17	04:00	Italy	Italian CPI		0.5%	0.5%	Y
2026-09-17	04:00	Italy	Italian CPI		3.3%	3.3%	Y
2026-09-17	04:00	Italy	Italian CPI Ex Tobacco			2.8%	Y
2026-09-17	04:00	Italy	Italian HICP		3.2%	3.2%	
2026-09-17	04:00	Italy	Italian HICP		0.1%	0.1%	
2026-09-17	04:30	United Kingdom	House Price Index		2.1%	2.0%	
2026-09-17	05:00	Euro Zone	Wages in euro zone			3.40%	
2026-09-17	05:00	Euro Zone	Industrial Production		-0.5%	0.0%	
2026-09-17	05:00	Euro Zone	Industrial Production		-0.4%	0.1%	
2026-09-17	05:00	Euro Zone	Labor Cost Index		3.00%	3.20%	
2026-09-17	05:30	Germany	German 30-Year Bund Auction			3.650%	
2026-09-17	06:00	Germany	German Buba Monthly Report				
2026-09-17	07:00	United States	MBA 30-Year Mortgage Rate			6.85%	
2026-09-17	07:00	United States	MBA Mortgage Applications			-2.7%	
2026-09-17	07:00	United States	MBA Purchase Index			157.5	
2026-09-17	07:00	United States	Mortgage Market Index			240.6	
2026-09-17	07:00	United States	Mortgage Refinance Index			687.3	
2026-09-17	07:00	Brazil	IGP-10 Inflation Index			-0.5%	
2026-09-17	07:00	South Africa	Retail Sales			1.6%	Y
2026-09-17	07:30	India	M3 Money Supply			14.2%	
2026-09-17	08:00	Brazil	IBC-Br Economic Activity			-0.60%	
2026-09-17	08:15	Canada	Housing Starts		239.0K	229.1K	
2026-09-17	08:30	United States	Core Retail Sales		0.5%	-0.3%	Y
2026-09-17	08:30	United States	Export Price Index			-1.3%	
2026-09-17	08:30	United States	Export Price Index			8.2%	
2026-09-17	08:30	United States	Import Price Index		0.0%	-0.4%	
2026-09-17	08:30	United States	Import Price Index			5.9%	
2026-09-17	08:30	United States	Retail Control			-0.4%	
2026-09-17	08:30	United States	Retail Sales		0.8%	-0.6%	Y
2026-09-17	08:30	United States	Retail Sales			5.01%	Y
2026-09-17	08:30	United States	Retail Sales Ex Gas/Autos			-0.2%	Y
2026-09-17	08:30	Canada	Building Permits		-5.8%	18.5%	
2026-09-17	09:00	Euro Zone	ECB's Elderson Speaks				
2026-09-17	10:00	United States	Business Inventories		0.2%	0.0%	
2026-09-17	10:00	United States	NAHB Housing Market Index		34	35	
2026-09-17	10:00	United States	Retail Inventories Ex Auto		0.7%	0.7%	
2026-09-17	10:30	United States	Crude Oil Inventories			-0.391M	
2026-09-17	10:30	United States	EIA Refinery Crude Runs			0.090M	
2026-09-17	10:30	United States	Crude Oil Imports			1.120M	
2026-09-17	10:30	United States	Cushing Crude Oil Inventories			-0.684M	
2026-09-17	10:30	United States	Distillate Fuel Production			0.222M	
2026-09-17	10:30	United States	EIA Weekly Distillates Stocks			2.087M	
2026-09-17	10:30	United States	Gasoline Production			-0.537M	
2026-09-17	10:30	United States	Heating Oil Stockpiles			0.010M	
2026-09-17	10:30	United States	EIA Weekly Refinery Utilization Rates			-0.2%	
2026-09-17	10:30	United States	Gasoline Inventories			1.269M	
2026-09-17	11:30	United States	Atlanta Fed GDPNow		4.4%	4.4%	
2026-09-17	12:00	Russia	PPI			-2.5%	Y
2026-09-17	12:00	Russia	PPI			6.6%	Y
2026-09-17	13:00	Euro Zone	ECB President Lagarde Speaks				
2026-09-17	13:30	Canada	BOC Summary of Deliberations				
2026-09-17	13:30	Brazil	Foreign Exchange Flows			-7.511B	
2026-09-17	14:00	United States	Interest Rate Projection - 1st Yr			3.6%	
2026-09-17	14:00	United States	Interest Rate Projection - 2nd Yr			3.4%	
2026-09-17	14:00	United States	Interest Rate Projection - 3rd Yr			3.1%	
2026-09-17	14:00	United States	Interest Rate Projection - Current			3.8%	
2026-09-17	14:00	United States	Interest Rate Projection - Longer			3.1%	
2026-09-17	14:00	United States	FOMC Economic Projections				Y
2026-09-17	14:00	United States	FOMC Statement				Y
2026-09-17	14:00	United States	Fed Interest Rate Decision			3.75%	Y
2026-09-17	14:30	United States	FOMC Press Conference				Y
2026-09-17	16:00	United States	US Foreign Buying, T-bonds			6.80B	
2026-09-17	16:00	United States	Overall Net Capital Flow			133.50B	
2026-09-17	16:00	United States	TIC Net Long-Term Transactions		146.3B	172.7B	
2026-09-17	16:00	United States	TIC Net Long-Term Transactions including Swaps			172.70B	
2026-09-17	17:30	Brazil	Interest Rate Decision			14.00%	Y
2026-09-17	18:45	New Zealand	GDP			0.8%	Y
2026-09-17	18:45	New Zealand	GDP		2.3%	1.5%	Y
2026-09-17	18:45	New Zealand	GDP Annual Average		0.1%	0.8%	Y
2026-09-17	18:45	New Zealand	GDP Expenditure			1.0%	Y
2026-09-17	19:50	Japan	Foreign Bonds Buying			111.9B	
2026-09-17	19:50	Japan	Foreign Investments in Japanese Stocks			690.0B	
2026-09-17	20:30	Singapore	Non-Oil Exports			-0.30%	
2026-09-17	20:30	Singapore	Non-Oil Exports			24.20%	
2026-09-17	20:30	Singapore	Trade Balance			10.724B	
2026-09-17	21:30	Australia	Reserve Assets Total			117,358.0B	
2026-09-17	22:30	Singapore	Unemployment Rate		2.0%	2.0%	Y
2026-09-18	02:00	Switzerland	Trade Balance			8.730B	
2026-09-18	03:00	Switzerland	SECO Economic Forecasts				
2026-09-18	03:00	Euro Zone	ECB's Lane Speaks				
2026-09-18	04:30	Hong Kong	Unemployment Rate			3.7%	Y
2026-09-18	04:40	Spain	Spanish 10-Year Obligacion Auction			3.736%	
2026-09-18	04:40	Spain	Spanish 3-Year Bonos Auction			3.079%	
2026-09-18	04:40	Spain	Spanish 5-Year Bonos Auction			3.255%	
2026-09-18	05:00	Euro Zone	Core CPI		2.4%	2.4%	Y
2026-09-18	05:00	Euro Zone	Core CPI		0.2%	0.2%	Y
2026-09-18	05:00	Euro Zone	CPI		3.3%	3.3%	Y
2026-09-18	05:00	Euro Zone	CPI		2.9%	0.2%	Y
2026-09-18	05:00	Euro Zone	CPI ex Tobacco			0.2%	Y
2026-09-18	05:00	Euro Zone	CPI ex Tobacco			2.9%	Y
2026-09-18	05:00	Euro Zone	CPI, n.s.a		103.70	103.24	Y
2026-09-18	05:00	Euro Zone	HICP ex Energy & Food		2.1%	2.2%	
2026-09-18	05:00	Euro Zone	HICP ex Energy and Food		0.2%	0.0%	
2026-09-18	06:00	Germany	German Buba Monthly Report				
2026-09-18	07:00	United Kingdom	BoE MPC vote cut		0	0	
2026-09-18	07:00	United Kingdom	BoE MPC vote hike		3	3	
2026-09-18	07:00	United Kingdom	BoE MPC vote unchanged		6	6	
2026-09-18	07:00	United Kingdom	BoE Interest Rate Decision		3.75%	3.75%	Y
2026-09-18	07:00	United Kingdom	BoE MPC Meeting Minutes				
2026-09-18	08:30	United States	Building Permits		1.400M	1.433M	
2026-09-18	08:30	United States	Building Permits			4.3%	
2026-09-18	08:30	United States	Continuing Jobless Claims			1,774K	Y
2026-09-18	08:30	United States	Housing Starts		1.320M	1.239M	
2026-09-18	08:30	United States	Housing Starts			-12.4%	
2026-09-18	08:30	United States	Initial Jobless Claims		209K	206K	Y
2026-09-18	08:30	United States	Jobless Claims 4-Week Avg.			206.00K	Y
2026-09-18	08:30	United States	Philadelphia Fed Manufacturing Index		28.9	47.4	
2026-09-18	08:30	United States	Philly Fed Business Conditions			73.6	
2026-09-18	08:30	United States	Philly Fed CAPEX Index			48.20	
2026-09-18	08:30	United States	Philly Fed Employment			27.9	
2026-09-18	08:30	United States	Philly Fed New Orders			30.1	
2026-09-18	08:30	United States	Philly Fed Prices Paid			40.90	
2026-09-18	08:30	Canada	Foreign Securities Purchases		28.64B	40.83B	
2026-09-18	08:30	Canada	Foreign Securities Purchases by Canadians			35.430B	
2026-09-18	08:30	Canada	IPPI			12.4%	
2026-09-18	08:30	Canada	IPPI		0.3%	0.6%	
2026-09-18	08:30	Canada	RMPI			18.1%	
2026-09-18	08:30	Canada	RMPI		-0.8%	-2.2%	
2026-09-18	09:00	Russia	Central Bank reserves (USD)			753.5B	
2026-09-18	10:00	United States	Atlanta Fed GDPNow				
2026-09-18	10:00	United States	Pending Home Sales		2.0%	-2.3%	
2026-09-18	10:00	United States	Pending Home Sales Index			71.2	
2026-09-18	10:30	United States	Natural Gas Storage			40B	
2026-09-18	11:30	United States	4-Week Bill Auction			3.775%	
2026-09-18	11:30	United States	8-Week Bill Auction			3.845%	
2026-09-18	13:00	United States	10-Year TIPS Auction			2.438%	
2026-09-18	16:30	United States	Fed's Balance Sheet			6,741B	
2026-09-18	16:30	United States	Reserve Balances with Federal Reserve Banks			3.036T	
2026-09-18	17:00	South Korea	PPI			-0.4%	Y
2026-09-18	17:00	South Korea	PPI			7.7%	Y
2026-09-18	18:45	New Zealand	Exports			7.39B	
2026-09-18	18:45	New Zealand	FPI			0.1%	
2026-09-18	18:45	New Zealand	Imports			9.34B	
2026-09-18	18:45	New Zealand	Trade Balance			-5,240M	
2026-09-18	18:45	New Zealand	Trade Balance		-1,275M	-1,949M	
2026-09-18	19:01	United Kingdom	GfK Consumer Confidence		-16	-14	Y
2026-09-18	19:30	Australia	RBA Gov Bullock Speaks				
2026-09-18	19:30	Japan	CPI, n.s.a			0.5%	Y
2026-09-18	19:30	Japan	National Core CPI		1.8%	1.8%	Y
2026-09-18	19:30	Japan	National CPI			1.9%	Y
2026-09-18	19:30	Japan	National CPI			0.4%	Y
2026-09-18	22:30	Japan	BoJ Monetary Policy Statement				
2026-09-18	23:00	Japan	BoJ Interest Rate Decision		1.25%	1.00%	Y
2026-09-19	02:00	United Kingdom	Core Retail Sales			2.3%	Y
2026-09-19	02:00	United Kingdom	Core Retail Sales			-0.9%	Y
2026-09-19	02:00	United Kingdom	Retail Sales		-0.2%	-0.5%	Y
2026-09-19	02:00	United Kingdom	Retail Sales			1.6%	Y
2026-09-19	02:00	Germany	German PPI		0.6%	1.1%	Y
2026-09-19	02:00	Germany	German PPI			3.0%	Y
2026-09-19	02:30	Japan	BoJ Press Conference				
2026-09-19	04:00	Euro Zone	Current Account		30.7B	35.1B	
2026-09-19	04:00	Euro Zone	Current Account n.s.a.			46.9B	
2026-09-19	05:00	Euro Zone	Construction Output			-1.34%	
2026-09-19	06:00	Euro Zone	ECOFIN Meetings				
2026-09-19	06:00	Euro Zone	Eurogroup Meetings				
2026-09-19	06:30	Euro Zone	ECB President Lagarde Speaks				
2026-09-19	07:30	India	Bank Loan Growth			19.1%	
2026-09-19	07:30	India	Deposit Growth			17.8%	
2026-09-19	07:30	India	FX Reserves, USD				
2026-09-19	09:15	United States	Capacity Utilization Rate		76.4%	76.3%	
2026-09-19	09:15	United States	Industrial Production		0.1%	0.2%	
2026-09-19	09:15	United States	Industrial Production			1.08%	
2026-09-19	09:15	United States	Manufacturing Production			0.2%	
2026-09-19	09:30	United States	FOMC Member Bowman Speaks				Y
2026-09-19	10:00	United States	US Leading Index		0.2%	0.2%	
2026-09-19	13:00	United States	U.S. Baker Hughes Oil Rig Count			450	
2026-09-19	13:00	United States	U.S. Baker Hughes Total Rig Count			591	
2026-09-19	15:30	United Kingdom	CFTC GBP speculative net positions			-58.8K	
2026-09-19	15:30	United States	CFTC Aluminium speculative net positions			-0.3K	
2026-09-19	15:30	United States	CFTC Copper speculative net positions			92.5K	
2026-09-19	15:30	United States	CFTC Corn speculative net positions			543.0K	
2026-09-19	15:30	United States	CFTC Crude Oil speculative net positions			136.6K	
2026-09-19	15:30	United States	CFTC Gold speculative net positions			232.0K	
2026-09-19	15:30	United States	CFTC Nasdaq 100 speculative net positions			20.9K	
2026-09-19	15:30	United States	CFTC Natural Gas speculative net positions			-219.8K	
2026-09-19	15:30	United States	CFTC S&P 500 speculative net positions			-76.0K	
2026-09-19	15:30	United States	CFTC Silver speculative net positions			26.0K	
2026-09-19	15:30	United States	CFTC Soybeans speculative net positions			273.4K	
2026-09-19	15:30	United States	CFTC Wheat speculative net positions			10.5K	
2026-09-19	15:30	Canada	CFTC CAD speculative net positions			-70.5K	
2026-09-19	15:30	Switzerland	CFTC CHF speculative net positions			-30.0K	
2026-09-19	15:30	Australia	CFTC AUD speculative net positions			-34.9K	
2026-09-19	15:30	Brazil	CFTC BRL speculative net positions			66.1K	
2026-09-19	15:30	Japan	CFTC JPY speculative net positions			10.8K	
2026-09-19	15:30	New Zealand	CFTC NZD speculative net positions			6.2K	
2026-09-19	15:30	Euro Zone	CFTC EUR speculative net positions			-42.6K	
